gene_id	color	description
Tb927.4.1310	turquoise	"ZFP family member, putative"
Tb927.4.1320	greenyellow	"hypothetical protein, conserved"
Tb927.4.1330	greenyellow	"DNA topoisomerase IB, large subunit"
Tb927.4.1340	blue	Cleavage and polyadenylation specificity factor subunit
Tb927.4.1350	yellow	glyoxalase II
Tb927.4.1360	black	"Glucose-6-phosphate 1-epimerase, putative"
Tb927.4.1370	turquoise	"hypothetical protein, conserved"
Tb927.4.1380	green	"D-Tyr-tRNA(Tyr) deacylase, putative"
Tb927.4.1390	white	"hypothetical protein, conserved"
Tb927.4.1400	turquoise	"vacuolar transport protein 4A, putative"
Tb927.4.1410	turquoise	"hypothetical protein, conserved"
Tb927.4.1420	orange	"hypothetical protein, conserved"
Tb927.4.1430	turquoise	"hypothetical protein, conserved"
Tb927.4.1440	cyan	"probable rRNA maturation factor YbeY, putative"
Tb927.4.1450	cyan	"hypothetical protein, conserved"
Tb927.4.1460	red	"Zn-finger in ubiquitin-hydrolases and other protein, putative"
Tb927.4.1470	brown	"Domain of unknown function (DUF4379), putative"
Tb927.4.1480	blue	DNA cross-link repair protein pso2/snm1
Tb927.4.1490	blue	"hypothetical protein, conserved"
Tb927.4.1500	darkorange	RNA editing associated helicase 2
Tb927.4.1510	blue	"phospholipid-translocating ATPase, putative"
Tb927.4.1520	cyan	"Simiate family protein, putative"
Tb927.4.1530	yellow	"hypothetical protein, conserved"
Tb927.4.1540	lightcyan	"NAD dependent epimerase/dehydratase family, putative"
Tb927.4.1550	lightgreen	"hypothetical protein, conserved"
Tb927.4.1560	magenta	"hypothetical protein, conserved"
Tb927.4.1570	turquoise	"hypothetical protein, conserved"
Tb927.4.1580	midnightblue	"WW domain containing protein, putative"
Tb927.4.1600	green	"AAA domain containing protein, putative"
Tb927.4.1610	blue	Tripartite attachment complex 40
Tb927.4.1620	greenyellow	phosphatidylinositol phosphate kinase alpha
Tb927.4.1630	blue	ribosomal RNA processing protein 6
Tb927.4.1640	tan	Nucleotide sugar transporter 3
Tb927.4.1650	darkturquoise	"hypothetical protein, conserved"
Tb927.4.1660	pink	"mitochondrial carrier protein, putative"
Tb927.4.1670	black	"cytochrome b5-like Heme/Steroid binding domain containing protein, putative"
Tb927.4.1680	blue	"ZFP family member, putative"
Tb927.4.1690	blue	"Retinal Maintenance, putative"
Tb927.4.170	blue	hypothetical protein
Tb927.4.1700	pink	"CK1/TTBK protein kinase, putative"
Tb927.4.1710	turquoise	"rhodanese-like domain containing protein, putative"
Tb927.4.1720	red	Nucleoside diphosphate kinase 3
Tb927.4.1730	tan	Nucleus and spindle associated protein 4
Tb927.4.1740	lightgreen	Component of motile flagella 41
Tb927.4.1750	blue	"hypothetical protein, conserved"
Tb927.4.1760	green	"hypothetical protein, conserved"
Tb927.4.1770	lightyellow	"hypothetical protein, conserved"
Tb927.4.1780	red	"hypothetical protein, conserved"
Tb927.4.180	turquoise	hypothetical protein
Tb927.4.1800	purple	Mitochondrial ribosomal protein L3
Tb927.4.1810	brown	mitochondrial ribosomal protein L33
Tb927.4.1820	red	"selenocysteine-specific elongation factor, putative"
Tb927.4.1830	green	"Urm1 (Ubiquitin related modifier), putative"
Tb927.4.1840	darkorange	Carboxypeptidase-like protein
Tb927.4.1850	blue	"hypothetical protein, conserved"
Tb927.4.1860	black	"ribosomal protein S19, putative"
Tb927.4.1870	darkgrey	"Serine/threonine-protein phosphatase 2A catalytic subunit, putative"
Tb927.4.1880	darkgreen	"hypothetical protein, conserved"
Tb927.4.1890	red	"hypothetical protein, conserved"
Tb927.4.1900	yellow	"Methyltransferase domain/Methyltransferase involved in Williams-Beuren syndrome, putative"
Tb927.4.1910	orange	"hypothetical protein, conserved"
Tb927.4.1920	cyan	"GPI transamidase subunit 16, putative"
Tb927.4.1930	pink	eukaryotic translation initiation factor 3 subunit g
Tb927.4.1940	blue	"WD domain, G-beta repeat, putative"
Tb927.4.1950	turquoise	NADPH-dependent diflavin oxidoreductase 1
Tb927.4.1960	tan	"hypothetical protein, conserved"
Tb927.4.1970	blue	"Domain of unknown function DUF21, putative"
Tb927.4.1980	lightcyan	"hypothetical protein, conserved"
Tb927.4.1990	salmon	"ATP-dependent RNA and DNA helicase, mitochondrial, putative"
Tb927.4.200	turquoise	"retrotransposon hot spot protein 1 (RHS1), putative"
Tb927.4.2000	salmon	"ruvB-like DNA helicase, putative"
Tb927.4.2010	blue	"acyl-CoA binding protein, putative"
Tb927.4.2020	turquoise	"AP-3 complex subunit mu, putative"
Tb927.4.2030	turquoise	DNA/RNA-binding protein Alba 4
Tb927.4.2040	turquoise	DNA/RNA-binding protein Alba 3
Tb927.4.2050	lightgreen	hypothetical protein
Tb927.4.2060	purple	Flagellum attachment zone protein 8
Tb927.4.2070	pink	"antigenic protein, putative"
Tb927.4.2080	purple	Coiled-coil and C2 domain-containing protein
Tb927.4.2110	salmon	"protein phosphatase 2C, putative"
Tb927.4.2120	green	"hypothetical protein, conserved"
Tb927.4.2130	midnightblue	"hypothetical protein, conserved"
Tb927.4.2140	greenyellow	Component of motile flagella 8
Tb927.4.2150	blue	"hypothetical protein, conserved"
Tb927.4.2160	cyan	"hypothetical protein, conserved"
Tb927.4.2170	blue	"hypothetical protein, conserved"
Tb927.4.2180	brown	"60S ribosomal protein L35a, putative"
Tb927.4.2190	greenyellow	"GTP-binding protein, putative"
Tb927.4.2200	lightcyan	"Sec7 domain containing protein, putative"
Tb927.4.2210	green	"hypothetical protein, conserved"
Tb927.4.2220	red	"TPR-repeat-containing chaperone protein DNAJ, putative"
Tb927.4.2230	purple	"dolichyl-P-Man:GDP-Man1GlcNAc2-PP-dolichyl alpha-1,3-mannosyltransferase, putative"
Tb927.4.2240	red	"Aminotransferase class IV, putative"
Tb927.4.2250	blue	"hypothetical protein, conserved"
Tb927.4.2260	red	centrin-1
Tb927.4.2265	pink	hypothetical protein
Tb927.4.2270	magenta	"Histone-like transcription factor (CBF/NF-Y) and archaeal histone, putative"
Tb927.4.2280	brown	"hypothetical protein, conserved"
Tb927.4.2290	green	"glucose transporter, putative"
Tb927.4.2300	brown	"hypothetical protein, conserved"
Tb927.4.2310	salmon	"asparaginyl-tRNA synthetase, putative"
Tb927.4.2320	red	"hypothetical protein, conserved"
Tb927.4.2330	darkgreen	"hypothetical protein, conserved"
Tb927.4.2340	blue	"hypothetical protein, conserved"
Tb927.4.2350	green	twinfilin
Tb927.4.2360	lightyellow	"hypothetical protein, conserved"
Tb927.4.2370	blue	"hypothetical protein, conserved"
Tb927.4.2380	turquoise	"sarcoplasmic reticulum glycoprotein, putative"
Tb927.4.2390	green	"ATP-dependent RNA helicase, putative"
Tb927.4.2400	magenta	"hypothetical protein, conserved"
Tb927.4.2410	pink	"Glycosyl hydrolase family 65 central catalytic domain/Haloacid dehalogenase-like hydrolase, putative"
Tb927.4.2420	yellow	"hypothetical protein, conserved"
Tb927.4.2430	salmon	"Endonuclease/Exonuclease/phosphatase family, putative"
Tb927.4.2440	yellow	"SET domain containing protein, putative"
Tb927.4.2450	red	protein disulfide isomerase 1
Tb927.4.2460	magenta	"kinatase, putative"
Tb927.4.2470	grey60	"hypothetical protein, conserved"
Tb927.4.2480	blue	"8-oxoguanine DNA glycosylase, putative"
Tb927.4.2490	tan	"hypothetical protein, conserved"
Tb927.4.250	turquoise	"retrotransposon hot spot protein 5 (RHS5), putative"
Tb927.4.2500	black	eukaryotic translation initiation factor 2-alpha kinase 2
Tb927.4.2510	darkorange	"multidrug resistance-associated protein, putative"
Tb927.4.2520	cyan	Silent information regulator 2 related protein 3
Tb927.4.2530	brown	"hypothetical protein, conserved"
Tb927.4.2540	darkgreen	"Neural precursor cell-expressed, developmently downregulated 8"
Tb927.4.2550	red	"hypothetical protein, conserved"
Tb927.4.2590	salmon	"hypothetical protein, conserved"
Tb927.4.2600	grey60	SUMO-interacting motif-containing protein
Tb927.4.2610	yellow	hypothetical protein
Tb927.4.2620	green	"hypothetical protein, conserved"
Tb927.4.2630	greenyellow	"ATP-dependent DEAD/H RNA helicase, putative"
Tb927.4.2640	grey60	"hypothetical protein, conserved"
Tb927.4.2650	magenta	"Regulator of chromosome condensation (RCC1) repeat, putative"
Tb927.4.2660	brown	"hypothetical protein, conserved"
Tb927.4.2670	yellow	"pyroglutamyl-peptidase I, putative"
Tb927.4.2680	black	"Zeta toxin, putative"
Tb927.4.270	brown	"retrotransposon hot spot protein 3 (RHS3), putative"
Tb927.4.2700	tan	"Hydroxymethylglutaryl-CoA lyase, mitochondrial, putative"
Tb927.4.2710	yellow	"ubiquitin-conjugating enzyme E2, putative"
Tb927.4.2720	blue	ATP dependent DEAD-box helicase
Tb927.4.2730	red	"kinesin, putative"
Tb927.4.2740	lightyellow	"p25-alpha, putative"
Tb927.4.2750	darkturquoise	"hypothetical protein, conserved"
Tb927.4.2760	darkturquoise	"Protein of unknown function (DUF3808), putative"
Tb927.4.2770	lightcyan	"hypothetical protein, conserved"
Tb927.4.2780	magenta	"hypothetical protein, conserved"
Tb927.4.2790	blue	kinetoplast ribosomal PPR-repeat containing protein 12
Tb927.4.2800	magenta	"R3H-associated N-terminal domain containing protein, putative"
Tb927.4.2810	red	hypothetical protein
Tb927.4.2820	greenyellow	"hypothetical protein, conserved"
Tb927.4.2830	turquoise	"hypothetical protein, conserved"
Tb927.4.2840	darkturquoise	"hypothetical protein, conserved"
Tb927.4.2850	grey60	"hypothetical protein, conserved"
Tb927.4.2860	blue	"EAP30/Vps36 family, putative"
Tb927.4.2870	tan	"hypothetical protein, conserved"
Tb927.4.2880	lightcyan	Nucleoporin NUP225
Tb927.4.2890	greenyellow	"hypothetical protein, conserved"
Tb927.4.2900	grey60	"hypothetical protein, conserved"
Tb927.4.2910	greenyellow	"hypothetical protein, conserved"
Tb927.4.2920	greenyellow	"hypothetical protein, conserved"
Tb927.4.2930	purple	"OsmC-like protein, putative"
Tb927.4.2935	grey	hypothetical protein
Tb927.4.300	brown	"retrotransposon hot spot protein 3 (RHS3), putative"
Tb927.4.310	darkturquoise	"SPRY domain/HECT-domain (ubiquitin-transferase), putative"
Tb927.4.3130	green	Component of motile flagella 18
Tb927.4.3140	royalblue	Ribosome maturation protein SDO1
Tb927.4.3150	red	"hypothetical protein, conserved"
Tb927.4.3160	lightcyan	"dihydroxyacetone phosphate acyltransferase, putative"
Tb927.4.3170	black	"hypothetical protein, conserved"
Tb927.4.3180	brown	"hypothetical protein, conserved"
Tb927.4.3190	turquoise	"ubiquitin-conjugating enzyme E2, putative"
Tb927.4.320	blue	"Eukaryotic protein of unknown function (DUF914), putative"
Tb927.4.330	grey	"hypothetical protein, conserved"
Tb927.4.3300	green	"mitochondrial ATP-dependent zinc metallopeptidase, putative"
Tb927.4.3310	grey	"TPR repeat/SET domain containing protein, putative"
Tb927.4.3320	brown	"uracil phosphoribosyltransferase, putative"
Tb927.4.3330	greenyellow	"EF-hand domain pair, putative"
Tb927.4.3340	midnightblue	"hypothetical protein, conserved"
Tb927.4.3350	yellow	"Carnosine N-methyltransferase, putative"
Tb927.4.3360	green	"hypothetical protein, conserved"
Tb927.4.3370	pink	"hypothetical protein, conserved"
Tb927.4.3380	lightgreen	"myosin IB heavy chain, putative"
Tb927.4.3390	cyan	"tuzin, putative"
Tb927.4.340	green	"hypothetical protein, conserved"
Tb927.4.3400	turquoise	"hypothetical protein, conserved"
Tb927.4.3410	lightgreen	"selenoprotein, putative"
Tb927.4.3420	red	wee1-like protein kinase
Tb927.4.3430	midnightblue	"hypothetical protein, conserved"
Tb927.4.3440	yellow	Basal body protein 50kDa
Tb927.4.3450	purple	"Mitochondrial ATP synthase subunit, putative"
Tb927.4.3460	turquoise	"ubiquitin-conjugating enzyme E2, putative"
Tb927.4.3470	red	"hypothetical protein, conserved"
Tb927.4.3480	purple	hypothetical protein
Tb927.4.350	brown	"hypothetical protein, conserved"
Tb927.4.3500	lightyellow	"Amastin surface glycoprotein, putative"
Tb927.4.3510	blue	"DNA-directed RNA polymerase subunit, putative"
Tb927.4.3520	turquoise	"Amastin surface glycoprotein, putative"
Tb927.4.3530	darkorange	"hypothetical protein, conserved"
Tb927.4.3540	lightgreen	"hypothetical protein, conserved"
Tb927.4.3550	lightyellow	"60S ribosomal protein L13a, putative"
Tb927.4.3560	lightcyan	"protein phoshatase 1, putative"
Tb927.4.3580	blue	"Transcription factor Pcc1, putative"
Tb927.4.3590	green	"translation elongation factor 1-beta, putative"
Tb927.4.360	turquoise	"1,2-Dihydroxy-3-keto-5-methylthiopentene dioxygenase, putative"
Tb927.4.3610	yellow	"protein phosphatase 1, putative"
Tb927.4.3620	greenyellow	"serine threonine-protein phosphatase PP1, putative"
Tb927.4.3630	blue	"serine threonine-protein phosphatase PP1, putative"
Tb927.4.3650	green	"serine threonine-protein phosphatase PP1, putative"
Tb927.4.3660	green	"hypothetical protein, conserved"
Tb927.4.3670	brown	"CBF/Mak21 family, putative"
Tb927.4.3680	turquoise	"protein phosphatase 2C, putative"
Tb927.4.3690	blue	"Mitochondrial SSU ribosomal protein, putative"
Tb927.4.370	brown	"hypothetical protein, conserved"
Tb927.4.3700	turquoise	"hypothetical protein, conserved"
Tb927.4.3710	turquoise	"Predicted membrane protein, putative"
Tb927.4.3720	brown	"Uncharacterized conserved protein (DUF2039), putative"
Tb927.4.3730	blue	"hypothetical protein, conserved"
Tb927.4.3740	salmon	flagellar attachment zone protein 1
Tb927.4.3750	magenta	"receptor-type adenylate cyclase GRESAG 4, putative"
Tb927.4.3760	greenyellow	hypothetical protein
Tb927.4.3770	brown	"calcium/calmodulin-dependent protein kinase, putative"
Tb927.4.3780	brown	"hypothetical protein, conserved"
Tb927.4.3790	darkturquoise	"ubiquitin carboxyl-terminal hydrolase, putative"
Tb927.4.3800	grey	"hypothetical protein, conserved"
Tb927.4.3810	lightcyan	"DNA-directed RNA polymerase II subunit 2, putative"
Tb927.4.3820	red	"hypothetical protein, conserved"
Tb927.4.3830	brown	"hypothetical protein, conserved"
Tb927.4.3840	yellow	"nucleolar protein, putative"
Tb927.4.3850	brown	"NLE (NUC135) domain/WD domain, G-beta repeat, putative"
Tb927.4.3860	magenta	"receptor-type adenylate cyclase GRESAG 4, putative"
Tb927.4.3870	magenta	"receptor-type adenylate cyclase GRESAG 4, putative"
Tb927.4.3880	magenta	"receptor-type adenylate cyclase GRESAG 4, putative"
Tb927.4.3890	grey60	"ATP-dependent RNA helicase, putative"
Tb927.4.390	brown	"hypothetical protein, conserved"
Tb927.4.3900	blue	"hypothetical protein, conserved"
Tb927.4.3910	darkred	"Kinesin-13 4a, putative"
Tb927.4.3920	yellow	"CRAL/TRIO domain containing protein, putative"
Tb927.4.3930	pink	"amino acid transporter, putative"
Tb927.4.3940	turquoise	Calpain-like protein 2
Tb927.4.3950	lightcyan	"cytoskeleton-associated protein CAP5.5, putative"
Tb927.4.3960	tan	"hypothetical protein, conserved"
Tb927.4.3970	yellow	"hypothetical protein, conserved"
Tb927.4.3980	darkgreen	"chaperone protein DnaJ, putative"
Tb927.4.400	green	Double RNA binding domain protein 7
Tb927.4.4000	red	"amino acid transporter, putative"
Tb927.4.4010	red	"amino acid transporter, putative"
Tb927.4.4020	blue	"amino acid transporter, putative"
Tb927.4.4030	red	"CCCH zinc finger in TRM13 protein/U11-48K-like CHHC zinc finger/Methyltransferase TRM13, putative"
Tb927.4.4040	darkturquoise	"hypothetical protein, conserved"
Tb927.4.4050	blue	glycosomal transporter (GAT1)
Tb927.4.4060	tan	"hypothetical protein, conserved"
Tb927.4.4070	darkturquoise	"mevalonate kinase, putative"
Tb927.4.4080	pink	"C-5 sterol desaturase, putative"
Tb927.4.4090	brown	"hypothetical protein, conserved"
Tb927.4.410	blue	CAF 40
Tb927.4.4100	blue	"hypothetical protein, conserved"
Tb927.4.4110	red	"hypothetical protein, conserved"
Tb927.4.4120	brown	"Cleavage stimulating factor 64, putative"
Tb927.4.4130	grey	"Flagellar-associated protein 59, putative"
Tb927.4.4140	yellow	"hypothetical protein, conserved"
Tb927.4.4150	grey60	mitochondrial RNA binding complex 1 subunit MRB4150
Tb927.4.4160	greenyellow	RNA editing mediator complex protein 5
Tb927.4.4170	green	"rRNA methyltransferase, putative"
Tb927.4.4180	red	SUMO-interacting motif-containing protein
Tb927.4.4190	black	"C2 domain containing protein, putative"
Tb927.4.420	pink	"phosphatidylinositol 4-kinase, putative"
Tb927.4.4200	turquoise	"hypothetical protein, conserved"
Tb927.4.4210	purple	"ATP-dependent zinc metalloprotease AFG3-like, putative"
Tb927.4.4220	pink	"small GTP-binding rab protein, putative"
Tb927.4.4230	pink	"RNA-binding protein, putative"
Tb927.4.4280	salmon	"hypothetical protein, conserved"
Tb927.4.4290	yellow	"UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative"
Tb927.4.430	red	proteasome beta 7 subunit
Tb927.4.4300	tan	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative"
Tb927.4.4310	darkorange	Nucleoporin NUP64
Tb927.4.4320	midnightblue	"divalent cation tolerance protein, putative"
Tb927.4.4330	turquoise	"kinetoplastid-specific phospho-protein phosphatase, putative"
Tb927.4.4340	greenyellow	"Domain of unknown function (DUF4498), putative"
Tb927.4.4350	white	"emp24/gp25L/p24 family/GOLD, putative"
Tb927.4.4360	yellow	"monoglyceride lipase, putative"
Tb927.4.4370	yellow	"hypothetical protein, conserved"
Tb927.4.4380	salmon	Pyrophosphate-energized vacuolar membrane proton pump 1
Tb927.4.4390	brown	hypothetical protein
Tb927.4.440	brown	"NADH:ubiquinone oxidoreductase, ESSS subunit, putative"
Tb927.4.4400	royalblue	"hypothetical protein, conserved"
Tb927.4.4410	brown	adenylyl cyclase
Tb927.4.4430	brown	adenylyl cyclase
Tb927.4.4440	brown	adenylyl cyclase
Tb927.4.4450	turquoise	adenylyl cyclase
Tb927.4.4460	brown	adenylyl cyclase
Tb927.4.4470	blue	adenylyl cyclase
Tb927.4.4480	green	"hypothetical protein, conserved"
Tb927.4.4490	salmon	multidrug resistance protein E
Tb927.4.450	darkorange	"coatomer alpha subunit, putative"
Tb927.4.4500	darkred	"hypothetical protein, conserved"
Tb927.4.4510	pink	"protein phosphatase 2C, putative"
Tb927.4.4520	yellow	"'Cold-shock' DNA-binding domain containing protein, putative"
Tb927.4.4530	lightcyan	"hypothetical protein, conserved"
Tb927.4.4540	green	"zinc finger domain, LSD1 subclass, putative"
Tb927.4.4550	lightcyan	"hypothetical protein, conserved"
Tb927.4.4560	grey60	"hypothetical protein, conserved"
Tb927.4.4570	darkgrey	"hypothetical protein, conserved"
Tb927.4.4580	grey60	"hypothetical protein, conserved"
Tb927.4.4590	darkorange	"AGC family serine/threonine kinase, putative"
Tb927.4.460	midnightblue	"Alkylated DNA repair protein (alkB homolog), putative"
Tb927.4.4600	turquoise	mitochondrial ribosomal protein l43
